"Variable" "Mean" "Standard Deviation"
"fBodyGyro-mean()-Z" -0.644192752866115 0.334270168704641
"fBodyAccMag-mean()" -0.585962696268539 0.334270168704641
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.334270168704641
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.334270168704641
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.334270168704641
"tBodyAcc-mean()-X" 0.274347260646063 0.176112457141583
"tBodyAcc-mean()-Y" -0.0177434918458972 0.176112457141583
"tBodyAcc-mean()-Z" -0.108925032737064 0.176112457141583
"tGravityAcc-mean()-X" 0.669226222373046 0.176112457141583
"tGravityAcc-mean()-Y" 0.00403879092060517 0.176112457141583
"tGravityAcc-mean()-Z" 0.0921508600211059 0.176112457141583
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.176112457141583
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.176112457141583
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.176112457141583
"tBodyGyro-mean()-X" -0.0309824871713436 0.176112457141583
"tBodyGyro-mean()-Y" -0.0747194855994359 0.176112457141583
"tBodyGyro-mean()-Z" 0.088357304227173 0.176112457141583
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.176112457141583
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.176112457141583
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.176112457141583
"tBodyAccMag-mean()" -0.54822165976717 0.176112457141583
"tGravityAccMag-mean()" -0.54822165976717 0.176112457141583
"tBodyAccJerkMag-mean()" -0.649417950650692 0.176112457141583
"tBodyGyroMag-mean()" -0.60524856977632 0.176112457141583
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.176112457141583
"fBodyAcc-mean()-X" -0.622761658493734 0.176112457141583
"fBodyAcc-mean()-Y" -0.53749328145871 0.176112457141583
"fBodyAcc-mean()-Z" -0.665033506271952 0.176112457141583
"fBodyAccJerk-mean()-X" -0.656713524546605 0.176112457141583
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.176112457141583
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.176112457141583
"fBodyGyro-mean()-X" -0.672094306818974 0.176112457141583
"fBodyGyro-mean()-Y" -0.70621663959074 0.176112457141583
"fBodyGyro-mean()-Z" -0.644192752866115 0.176112457141583
"fBodyAccMag-mean()" -0.585962696268539 0.176112457141583
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.176112457141583
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.176112457141583
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.176112457141583
"tBodyAcc-mean()-X" 0.274347260646063 0.164518387624882
"tBodyAcc-mean()-Y" -0.0177434918458972 0.164518387624882
"tBodyAcc-mean()-Z" -0.108925032737064 0.164518387624882
"tGravityAcc-mean()-X" 0.669226222373046 0.164518387624882
"tGravityAcc-mean()-Y" 0.00403879092060517 0.164518387624882
"tGravityAcc-mean()-Z" 0.0921508600211059 0.164518387624882
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.164518387624882
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.164518387624882
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.164518387624882
"tBodyGyro-mean()-X" -0.0309824871713436 0.164518387624882
"tBodyGyro-mean()-Y" -0.0747194855994359 0.164518387624882
"tBodyGyro-mean()-Z" 0.088357304227173 0.164518387624882
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.164518387624882
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.164518387624882
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.164518387624882
"tBodyAccMag-mean()" -0.54822165976717 0.164518387624882
"tGravityAccMag-mean()" -0.54822165976717 0.164518387624882
"tBodyAccJerkMag-mean()" -0.649417950650692 0.164518387624882
"tBodyGyroMag-mean()" -0.60524856977632 0.164518387624882
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.164518387624882
"fBodyAcc-mean()-X" -0.622761658493734 0.164518387624882
"fBodyAcc-mean()-Y" -0.53749328145871 0.164518387624882
"fBodyAcc-mean()-Z" -0.665033506271952 0.164518387624882
"fBodyAccJerk-mean()-X" -0.656713524546605 0.164518387624882
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.164518387624882
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.164518387624882
"fBodyGyro-mean()-X" -0.672094306818974 0.164518387624882
"fBodyGyro-mean()-Y" -0.70621663959074 0.164518387624882
"fBodyGyro-mean()-Z" -0.644192752866115 0.164518387624882
"fBodyAccMag-mean()" -0.585962696268539 0.164518387624882
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.164518387624882
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.164518387624882
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.164518387624882
"tBodyAcc-mean()-X" 0.274347260646063 0.155978985687957
"tBodyAcc-mean()-Y" -0.0177434918458972 0.155978985687957
"tBodyAcc-mean()-Z" -0.108925032737064 0.155978985687957
"tGravityAcc-mean()-X" 0.669226222373046 0.155978985687957
"tGravityAcc-mean()-Y" 0.00403879092060517 0.155978985687957
"tGravityAcc-mean()-Z" 0.0921508600211059 0.155978985687957
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.155978985687957
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.155978985687957
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.155978985687957
"tBodyGyro-mean()-X" -0.0309824871713436 0.155978985687957
"tBodyGyro-mean()-Y" -0.0747194855994359 0.155978985687957
"tBodyGyro-mean()-Z" 0.088357304227173 0.155978985687957
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.155978985687957
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.155978985687957
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.155978985687957
"tBodyAccMag-mean()" -0.54822165976717 0.155978985687957
"tGravityAccMag-mean()" -0.54822165976717 0.155978985687957
"tBodyAccJerkMag-mean()" -0.649417950650692 0.155978985687957
"tBodyGyroMag-mean()" -0.60524856977632 0.155978985687957
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.155978985687957
"fBodyAcc-mean()-X" -0.622761658493734 0.155978985687957
"fBodyAcc-mean()-Y" -0.53749328145871 0.155978985687957
"fBodyAcc-mean()-Z" -0.665033506271952 0.155978985687957
"fBodyAccJerk-mean()-X" -0.656713524546605 0.155978985687957
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.155978985687957
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.155978985687957
"fBodyGyro-mean()-X" -0.672094306818974 0.155978985687957
"fBodyGyro-mean()-Y" -0.70621663959074 0.155978985687957
"fBodyGyro-mean()-Z" -0.644192752866115 0.155978985687957
"fBodyAccMag-mean()" -0.585962696268539 0.155978985687957
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.155978985687957
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.155978985687957
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.155978985687957
"tBodyAcc-mean()-X" 0.274347260646063 0.183186086288647
"tBodyAcc-mean()-Y" -0.0177434918458972 0.183186086288647
"tBodyAcc-mean()-Z" -0.108925032737064 0.183186086288647
"tGravityAcc-mean()-X" 0.669226222373046 0.183186086288647
"tGravityAcc-mean()-Y" 0.00403879092060517 0.183186086288647
"tGravityAcc-mean()-Z" 0.0921508600211059 0.183186086288647
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.183186086288647
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.183186086288647
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.183186086288647
"tBodyGyro-mean()-X" -0.0309824871713436 0.183186086288647
"tBodyGyro-mean()-Y" -0.0747194855994359 0.183186086288647
"tBodyGyro-mean()-Z" 0.088357304227173 0.183186086288647
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.183186086288647
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.183186086288647
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.183186086288647
"tBodyAccMag-mean()" -0.54822165976717 0.183186086288647
"tGravityAccMag-mean()" -0.54822165976717 0.183186086288647
"tBodyAccJerkMag-mean()" -0.649417950650692 0.183186086288647
"tBodyGyroMag-mean()" -0.60524856977632 0.183186086288647
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.183186086288647
"fBodyAcc-mean()-X" -0.622761658493734 0.183186086288647
"fBodyAcc-mean()-Y" -0.53749328145871 0.183186086288647
"fBodyAcc-mean()-Z" -0.665033506271952 0.183186086288647
"fBodyAccJerk-mean()-X" -0.656713524546605 0.183186086288647
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.183186086288647
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.183186086288647
"fBodyGyro-mean()-X" -0.672094306818974 0.183186086288647
"fBodyGyro-mean()-Y" -0.70621663959074 0.183186086288647
"fBodyGyro-mean()-Z" -0.644192752866115 0.183186086288647
"fBodyAccMag-mean()" -0.585962696268539 0.183186086288647
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.183186086288647
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.183186086288647
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.183186086288647
"tBodyAcc-mean()-X" 0.274347260646063 0.134317132299449
"tBodyAcc-mean()-Y" -0.0177434918458972 0.134317132299449
"tBodyAcc-mean()-Z" -0.108925032737064 0.134317132299449
"tGravityAcc-mean()-X" 0.669226222373046 0.134317132299449
"tGravityAcc-mean()-Y" 0.00403879092060517 0.134317132299449
"tGravityAcc-mean()-Z" 0.0921508600211059 0.134317132299449
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.134317132299449
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.134317132299449
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.134317132299449
"tBodyGyro-mean()-X" -0.0309824871713436 0.134317132299449
"tBodyGyro-mean()-Y" -0.0747194855994359 0.134317132299449
"tBodyGyro-mean()-Z" 0.088357304227173 0.134317132299449
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.134317132299449
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.134317132299449
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.134317132299449
"tBodyAccMag-mean()" -0.54822165976717 0.134317132299449
"tGravityAccMag-mean()" -0.54822165976717 0.134317132299449
"tBodyAccJerkMag-mean()" -0.649417950650692 0.134317132299449
"tBodyGyroMag-mean()" -0.60524856977632 0.134317132299449
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.134317132299449
"fBodyAcc-mean()-X" -0.622761658493734 0.134317132299449
"fBodyAcc-mean()-Y" -0.53749328145871 0.134317132299449
"fBodyAcc-mean()-Z" -0.665033506271952 0.134317132299449
"fBodyAccJerk-mean()-X" -0.656713524546605 0.134317132299449
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.134317132299449
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.134317132299449
"fBodyGyro-mean()-X" -0.672094306818974 0.134317132299449
"fBodyGyro-mean()-Y" -0.70621663959074 0.134317132299449
"fBodyGyro-mean()-Z" -0.644192752866115 0.134317132299449
"fBodyAccMag-mean()" -0.585962696268539 0.134317132299449
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.134317132299449
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.134317132299449
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.134317132299449
"tBodyAcc-mean()-X" 0.274347260646063 0.134875256324883
"tBodyAcc-mean()-Y" -0.0177434918458972 0.134875256324883
"tBodyAcc-mean()-Z" -0.108925032737064 0.134875256324883
"tGravityAcc-mean()-X" 0.669226222373046 0.134875256324883
"tGravityAcc-mean()-Y" 0.00403879092060517 0.134875256324883
"tGravityAcc-mean()-Z" 0.0921508600211059 0.134875256324883
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.134875256324883
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.134875256324883
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.134875256324883
"tBodyGyro-mean()-X" -0.0309824871713436 0.134875256324883
"tBodyGyro-mean()-Y" -0.0747194855994359 0.134875256324883
"tBodyGyro-mean()-Z" 0.088357304227173 0.134875256324883
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.134875256324883
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.134875256324883
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.134875256324883
"tBodyAccMag-mean()" -0.54822165976717 0.134875256324883
"tGravityAccMag-mean()" -0.54822165976717 0.134875256324883
"tBodyAccJerkMag-mean()" -0.649417950650692 0.134875256324883
"tBodyGyroMag-mean()" -0.60524856977632 0.134875256324883
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.134875256324883
"fBodyAcc-mean()-X" -0.622761658493734 0.134875256324883
"fBodyAcc-mean()-Y" -0.53749328145871 0.134875256324883
"fBodyAcc-mean()-Z" -0.665033506271952 0.134875256324883
"fBodyAccJerk-mean()-X" -0.656713524546605 0.134875256324883
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.134875256324883
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.134875256324883
"fBodyGyro-mean()-X" -0.672094306818974 0.134875256324883
"fBodyGyro-mean()-Y" -0.70621663959074 0.134875256324883
"fBodyGyro-mean()-Z" -0.644192752866115 0.134875256324883
"fBodyAccMag-mean()" -0.585962696268539 0.134875256324883
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.134875256324883
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.134875256324883
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.134875256324883
"tBodyAcc-mean()-X" 0.274347260646063 0.128134958190288
"tBodyAcc-mean()-Y" -0.0177434918458972 0.128134958190288
"tBodyAcc-mean()-Z" -0.108925032737064 0.128134958190288
"tGravityAcc-mean()-X" 0.669226222373046 0.128134958190288
"tGravityAcc-mean()-Y" 0.00403879092060517 0.128134958190288
"tGravityAcc-mean()-Z" 0.0921508600211059 0.128134958190288
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.128134958190288
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.128134958190288
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.128134958190288
"tBodyGyro-mean()-X" -0.0309824871713436 0.128134958190288
"tBodyGyro-mean()-Y" -0.0747194855994359 0.128134958190288
"tBodyGyro-mean()-Z" 0.088357304227173 0.128134958190288
